0.5	48
0.6	8
0.6	39
0.7	3
0.7	11
0.7	14
0.8	31
0.8	33
0.8	42
0.8	43
0.8	49
0.9	4
0.9	19
0.9	24
0.9	32
0.9	35
0.9	40
0.9	45
0.9	46
1	2
1	9
1	10
1	15
1	17
1	18
1	23
1	25
1.1	7
1.1	13
1.1	21
1.1	26
1.1	28
1.1	29
1.1	30
1.1	37
1.1	41
1.2	0
1.2	6
1.2	12
1.2	34
1.2	36
1.2	44
1.2	47
1.3	5
1.3	16
1.3	22
1.3	27
1.4	20
1.4	38
1.5	1
2.7	48
2.8	8
2.8	39
3	11
3.2	3
3.2	14
3.3	19
3.3	24
3.3	31
3.3	32
3.4	4
3.5	33
3.5	35
3.5	46
3.5	49
3.6	2
3.6	15
3.6	23
3.6	40
3.6	42
3.6	43
3.6	45
3.7	18
3.8	13
3.9	10
3.9	25
4	0
4	7
4	41
4.1	9
4.1	12
4.1	17
4.1	26
4.1	27
4.1	28
4.1	36
4.1	47
4.2	6
4.2	21
4.2	29
4.2	37
4.3	5
4.3	16
4.3	34
4.4	1
4.4	20
4.4	22
4.4	30
4.4	38
4.4	44
5.1	48
5.2	8
5.2	39
5.3	11
5.5	3
5.5	14
5.6	24
5.6	31
5.6	32
5.7	4
5.7	19
5.8	33
5.8	35
5.8	46
5.8	49
5.9	2
5.9	15
5.9	18
5.9	23
5.9	40
5.9	42
5.9	43
5.9	45
6.5	13
6.7	10
6.7	41
6.8	0
6.8	9
6.8	25
6.9	7
6.9	12
6.9	17
6.9	27
7	1
7	5
7	6
7	26
7	28
7	29
7	30
7	34
7	36
7	37
7	47
7.1	16
7.1	20
7.1	21
7.1	22
7.1	38
7.1	44
7.4	48
7.5	8
7.5	39
7.6	11
8.2	3
8.2	14
8.2	24
8.3	2
8.3	4
8.3	15
8.3	18
8.3	19
8.3	31
8.3	32
8.3	33
8.3	35
8.3	40
8.3	43
8.3	46
8.3	49
8.4	23
8.4	42
8.4	45
9.1	13
9.4	10
9.5	41
9.6	9
9.7	5
9.7	7
9.7	12
9.7	17
9.7	25
9.8	0
9.8	1
9.8	6
9.8	16
9.8	20
9.8	21
9.8	22
9.8	26
9.8	27
9.8	28
9.8	29
9.8	30
9.8	34
9.8	36
9.8	37
9.8	38
9.8	44
9.8	47
9.9	8
9.9	11
9.9	39
9.9	48
11	18
11	19
11.1	2
11.1	3
11.1	4
11.1	15
11.1	23
11.1	24
11.1	31
11.1	32
11.1	33
11.1	40
11.1	42
11.1	43
11.1	45
11.1	46
11.2	14
11.2	35
11.2	49
11.3	13
12.3	10
12.4	41
12.5	5
12.5	17
12.5	20
12.5	25
12.5	28
12.6	0
12.6	1
12.6	6
12.6	7
12.6	8
12.6	9
12.6	11
12.6	12
12.6	16
12.6	21
12.6	22
12.6	26
12.6	27
12.6	29
12.6	30
12.6	34
12.6	36
12.6	37
12.6	38
12.6	39
12.6	44
12.6	47
12.6	48
13.9	4
13.9	33
14	2
14	3
14	14
14	15
14	18
14	19
14	23
14	24
14	31
14	32
14	35
14	40
14	42
14	43
